person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Eva Mazilescu,evamazilescu,evamazilescu@kappa.ro,1991119172154,2004-04-01,"Intrarea Ionescu, Vaslui, 503474",0767 466 727,10:29:9b:ab:54:8c,55.222.239.215,RO65PEPE8556331743303480,2025-07-01 22:34:47,27256,781,381,1678166,3c5b79f2-8f2a-481c-8bcf-00fb9a214449
Speranța Dinu,speranțadinu,speranțadinu@email.ro,5630531417980,1992-03-27,"Soseaua Steluța Barbu, Boldesti-Scaeni, 387650",0744 718 922,5e:b7:2e:aa:91:f6,172.52.20.81,RO83LLNL7936358753377600,2025-07-01 22:34:47,7822,319,611,761587,6f94a7f0-71ed-4f97-a1b2-2fa06726c038
Aneta Dinu,anetadinu,anetadinu@kappa.ro,3530920419219,1980-06-22,"Aleea Marin Nr. 63 Bl. 97  Sc. 75 Ap. 378, Suceava, 287619",0255 732 469,44:79:80:cc:88:1f,193.219.201.86,RO68IYVE1300790841433725,2025-07-01 22:34:47,6890,55,636,1040051,7f22c3ac-08b9-4c83-9b8f-ee2d7dc69a93
Alexandra Ionescu,alexandraionescu,alexandraionescu@zzup.ro,6970212063468,1937-08-14,"Drumul Tabacu Nr. 840 Bl. 49  Sc. 25 Ap. 319, Sebes, 765191",0239 983 165,f3:38:fc:77:9a:1e,58.40.248.41,RO66BHLT0390545494545866,2025-07-01 22:34:47,28594,674,79,670404,c3d1be1c-7d52-47fc-8a49-24288ea79a16
Livia Voinea,liviavoinea,liviavoinea@acasa.ro,1410112104352,1946-05-04,"Bulevardul Cristian Gheorghiu Nr. 23 Bl. 64  Sc. 75 Ap. 261, Sebes, 583570",0748 425 657,4d:10:aa:8d:9d:75,175.2.112.224,RO82JUTV7623740010230188,2025-07-01 22:34:47,2943,103,240,622233,988ee7c3-5ef1-469c-a422-90ff5e6c6d32
Ovidiu Cristea,ovidiucristea,ovidiucristea@gmail.com,8170409264341,1968-09-18,"Soseaua Manole Nr. 310, Baciu, 598035",0763 431 776,4a:18:34:7f:0b:e7,104.144.167.232,RO16OLBP6523359396481146,2025-07-01 22:34:47,8733,230,541,1021362,e463b3f6-9235-4af9-b9b5-9c60053315fb
Carmina Nemeș,carminanemeș,carminanemeș@gmail.com,5050527272934,1928-12-29,"Aleea Nemeș, Lupeni, 117238",0251 060 171,0c:a0:1c:51:ea:30,123.2.44.155,RO87NHXH7035044489346280,2025-07-01 22:34:47,20899,190,55,862122,42429018-523b-46d8-bc2e-e02422f67286
Adelina Mocanu,adelinamocanu,adelinamocanu@email.ro,3610809280126,1951-05-22,"Soseaua Toma Nr. 283 Bl. 47  Sc. 93 Ap. 160, Slobozia, 750207",0744 032 905,36:14:eb:5f:78:ed,97.123.201.132,RO24RCPO9975537310502435,2025-07-01 22:34:47,7157,861,158,46000,4b857184-ab8c-4ee5-b5c4-b065bb79cd2b
Constanța Dobre,constanțadobre,constanțadobre@post.ro,5740731439606,2016-01-14,"Strada Iurie Suciu Nr. 48, Strehaia, 662429",0744 850 069,09:c8:db:68:0a:1c,126.99.99.43,RO20NQJX1505514938753978,2025-07-01 22:34:47,14484,252,292,649706,5d158229-c1cf-41f8-9454-b26aac5c52ad
Tudorița Stan,tudorițastan,tudorițastan@acasa.ro,8861228517957,1999-07-14,"Aleea Nistor Nr. 902 Bl. 94  Sc. 69 Ap. 401, Ovidiu, 430044",0726 902 327,f3:01:b8:57:85:c3,37.33.121.145,RO45FNRP1177170396034041,2025-07-01 22:34:47,22784,51,614,1602136,87f71224-43e9-4cec-b2e9-4c66b10992f1
Liana Diaconu,lianadiaconu,lianadiaconu@zzup.ro,5941111319325,2018-02-02,"Strada Ioniță, Lugoj, 347639",0750 339 680,00:95:cb:52:25:b0,162.101.151.76,RO30RBVD9446112662556642,2025-07-01 22:34:47,10838,944,206,1247310,8f96257f-f80b-45aa-8504-663b42e93049
Coralia Popa,coraliapopa,coraliapopa@zzup.ro,8880314080701,1987-06-11,"Drumul Niță Nr. 649, Jibou, 870965",0722 688 003,17:1d:8a:53:a5:40,162.27.12.55,RO39YWSR4680196144678083,2025-07-01 22:34:47,2804,608,540,1851807,6d39fb08-5e63-4f1c-943b-c30c7ba570d1
Veronica Popescu,veronicapopescu,veronicapopescu@gmail.com,2910111369902,1945-12-05,"Aleea Stan Nr. 46, Santana, 132777",0242 445 423,b7:cd:f6:38:43:00,34.165.173.104,RO20IJLZ1922739861418752,2025-07-01 22:34:47,34477,68,576,657996,87abfe41-d140-4a4f-8ef8-d4c706975958
Teea Stănescu,teeastănescu,teeastănescu@kappa.ro,4360304249379,1942-08-20,"Drumul Albu Nr. 11 Bl. 54  Sc. 33 Ap. 631, Targu Secuiesc, 987050",0269 147 032,3b:2b:b0:1d:56:b1,59.52.105.188,RO17TWVR6123170718638327,2025-07-01 22:34:47,21473,889,693,484696,7dc15cd0-6bbb-45b5-9c8c-7562ffea80dd
Voichița Gheorghiu,voichițagheorghiu,voichițagheorghiu@141.ro,6830712268545,1996-06-19,"Intrarea Paulica Voinea Nr. 84, Ineu, 585953",0744 010 044,4b:8a:99:18:9f:a7,186.184.203.162,RO50PXNQ1247865843303205,2025-07-01 22:34:47,5438,771,729,1799895,6ca3043d-8452-491d-ba9f-0a432943c378
Ionuț Aanei,ionuțaanei,ionuțaanei@kappa.ro,5390803104933,1940-04-28,"Bulevardul Pușcașu Nr. 959 Bl. 43  Sc. 15 Ap. 566, Tecuci, 988807",0722 495 274,48:d0:8f:ad:72:95,39.171.36.53,RO84TBDI2743156901090653,2025-07-01 22:34:47,30682,951,423,1486639,4a8de626-d530-4ea5-a0f6-3b2ce3e085a0
Dana Preda,danapreda,danapreda@141.ro,8111213258773,1968-04-26,"Strada Toma Nr. 70 Bl. 14  Sc. 26 Ap. 984, Medias, 597744",0245 301 332,5f:47:0c:31:aa:f0,83.12.49.194,RO51OQAX7432855467448299,2025-07-01 22:34:47,30574,211,269,236250,4427b29a-fb5b-419f-bdbc-5bad054b3ef1
Vasile Popescu,vasilepopescu,vasilepopescu@kappa.ro,8711030125759,1912-11-03,"Intrarea Stan Nr. 764, Cluj-Napoca, 354724",0232 248 017,4c:db:81:fd:97:eb,217.106.49.123,RO81XFSA9018212754502187,2025-07-01 22:34:47,28319,95,457,651830,4948bf9e-0497-42ba-a44b-d3ebf0354915
Vanesa Diaconescu,vanesadiaconescu,vanesadiaconescu@post.ro,4720413277966,1967-12-18,"Drumul Aurică Diaconu, Harlau, 356692",0256 837 070,75:42:f8:0f:83:92,164.151.237.76,RO08SIIV0743607598422333,2025-07-01 22:34:47,1852,103,393,211144,0cecab25-12a7-4ea9-9b8f-b1e55fd6569e
Aleodor Ioniță,aleodorioniță,aleodorioniță@acasa.ro,5050111080609,1919-03-06,"Intrarea Pușcașu, Alba Iulia, 895376",0758 059 831,8f:1c:0c:3b:29:f1,45.153.190.182,RO82SNSS9784444147772174,2025-07-01 22:34:47,24623,821,601,1303151,8b12e423-462c-4d97-9ffc-4b84ec310d84
Avram Preda,avrampreda,avrampreda@kappa.ro,8771215076276,2020-12-20,"Strada Barbu Nr. 18, Navodari, 171423",0262 538 431,45:00:61:be:9e:1a,122.122.203.23,RO17SWUP7088191871934282,2025-07-01 22:34:47,28648,365,350,689996,04b836a2-78a9-4891-b0e8-2131cdd719b0
Flaviu Dochioiu,flaviudochioiu,flaviudochioiu@141.ro,6250427529134,1920-07-06,"Soseaua Popescu Nr. 64, Bacau, 489822",0770 106 498,58:63:52:a2:9c:47,166.101.9.8,RO63PZXS2142849112214195,2025-07-01 22:34:47,5035,743,98,1069134,dd4cc180-944f-486a-a83c-dab57f0f410c
Ioan Nemeș,ioannemeș,ioannemeș@zzup.ro,7800818301487,1979-07-13,"Bulevardul Florea Nr. 69 Bl. 95  Sc. 23 Ap. 613, Sighetu Marmatiei, 882766",0238 221 959,0b:f1:55:1d:f4:6c,199.84.234.168,RO18EWQG0881226430800695,2025-07-01 22:34:47,28569,556,679,1784854,d26543d9-b6da-4cec-b862-03ab2c519515
Ancuța Pușcașu,ancuțapușcașu,ancuțapușcașu@zzup.ro,1240210420118,1943-05-02,"Intrarea Albu, Urziceni, 438342",0761 762 158,1b:2c:6c:9c:43:b1,158.182.86.233,RO87PHXP8234125924729222,2025-07-01 22:34:47,30836,34,512,94987,6ac610aa-0baa-4e30-a424-308763dc5bec
Dorian Ardelean,dorianardelean,dorianardelean@acasa.ro,4230320362501,1916-02-04,"Drumul Speranța Pușcașu Nr. 919 Bl. 88  Sc. 54 Ap. 742, Bistrita, 418904",0739 952 912,19:52:b4:f6:d3:c5,121.98.244.245,RO63FMSI9653946409296162,2025-07-01 22:34:47,2310,610,257,1448452,1088e10b-0467-4389-92d1-e41426840ae0
Salomea Oprea,salomeaoprea,salomeaoprea@post.ro,7301010514356,2021-04-30,"Soseaua Corina Gheorghiu, Gaesti, 541978",0757 626 841,4c:44:27:b0:62:41,82.94.112.160,RO68BAOR9715788804647062,2025-07-01 22:34:47,20988,5,259,1066252,a338dc8f-bfa3-4a92-bfd6-7b65b47b68eb
Eliza Voinea,elizavoinea,elizavoinea@gmail.com,5550703313192,1925-03-18,"Drumul Nistor, Baia Sprie, 750696",0249 944 073,52:86:bc:29:1c:5c,166.214.188.113,RO17HAFO5667097498959409,2025-07-01 22:34:47,17611,826,454,32003,577a55e1-347c-4423-930b-ffa4d0724f13
Adam Gheorghiu,adamgheorghiu,adamgheorghiu@141.ro,8310419290431,1976-08-09,"Aleea Diaconescu Nr. 680 Bl. 80  Sc. 41 Ap. 215, Copsa Mica, 264710",0236 839 015,0a:8d:fd:30:9f:b2,211.172.45.100,RO79YDZV8807645585099036,2025-07-01 22:34:47,6645,189,487,180632,7293a87b-97df-497e-9c0e-929257bc1630
Violeta Georgescu,violetageorgescu,violetageorgescu@gmail.com,8611105175952,1928-02-08,"Bulevardul Pop Nr. 76 Bl. 26  Sc. 85 Ap. 179, Galati, 899969",0244 735 519,94:4a:be:74:fd:08,123.47.16.185,RO11BHBQ3352051187405711,2025-07-01 22:34:47,21866,362,178,1129574,e1963f81-c600-4373-afd9-f22c1dac6dab
Timotei Tomescu,timoteitomescu,timoteitomescu@post.ro,1080420036209,2021-12-19,"Drumul Aanei Nr. 596, Floresti, 274142",0239 251 229,3b:fe:eb:fe:ab:a0,58.12.218.171,RO16JWZF1780364426064640,2025-07-01 22:34:47,6263,716,175,1468285,19839a3e-86bc-4f31-8edc-cb0f5edb2301
Julia Cristea,juliacristea,juliacristea@gmail.com,7000929390811,1990-06-14,"Bulevardul Preda Nr. 10, Satu Mare, 469578",0755 962 364,21:bd:62:40:96:ce,191.187.62.70,RO74VISN2366200926609609,2025-07-01 22:34:47,2893,808,737,1762614,89080a11-abfd-40a4-badb-82ea9d270689
Flaviu Tudor,flaviutudor,flaviutudor@zzup.ro,6830416368902,1926-07-08,"Soseaua Nemeș, Vicovu de Sus, 961108",0723 372 249,a0:49:d1:fe:b3:94,65.199.115.125,RO43XLAX2831082865559339,2025-07-01 22:34:47,34606,612,90,1480886,c260a51d-c8ee-459f-9cff-0855ab3edf2a
Decebal Tabacu,decebaltabacu,decebaltabacu@zzup.ro,5741019110747,1985-10-30,"Intrarea Stan, Braila, 457423",0267 661 772,88:dc:cc:0e:a6:bc,97.87.18.144,RO21LOTM5933656958950100,2025-07-01 22:34:47,28551,962,367,1980222,b209dc8f-184c-4aaa-90ac-67d542a11da5
Agata Dinu,agatadinu,agatadinu@zzup.ro,5840813380737,1948-07-25,"Aleea Marin Nr. 514 Bl. 75  Sc. 13 Ap. 718, Draganesti-Olt, 390060",0736 861 718,26:29:6a:40:a2:d5,5.92.199.141,RO59PCUD6532000945502113,2025-07-01 22:34:47,11810,584,266,1480572,c6be9ba7-b3f8-4057-b110-bca6119138a7
Clementina Nemeș,clementinanemeș,clementinanemeș@email.ro,4140906102768,1979-02-08,"Strada Tomescu Nr. 96, Urlati, 545698",0731 190 776,a7:39:46:1e:ab:b7,223.101.117.60,RO98QHEQ5518956195510112,2025-07-01 22:34:47,558,51,544,1615061,933de030-88a8-4f17-b440-9fd577fd1fc8
Ludovic Pușcașu,ludovicpușcașu,ludovicpușcașu@141.ro,6980922408620,2008-06-03,"Strada Mazilescu Nr. 10 Bl. 40  Sc. 18 Ap. 867, Alba Iulia, 170633",0738 423 266,7f:39:ed:4c:a2:cf,55.10.202.140,RO95YHNU9643261453164519,2025-07-01 22:34:47,34607,994,144,904707,33e91c44-b0f0-4b4d-a895-1047514931f0
Octavian Florea,octavianflorea,octavianflorea@141.ro,1031227124669,1998-09-14,"Intrarea Virginia Dochioiu, Techirghiol, 609833",0727 644 735,98:07:0d:44:67:1f,133.149.36.60,RO51BZYN9131368826654031,2025-07-01 22:34:47,13840,838,519,919303,7368be5b-80a2-42b6-a04a-24e7df11d607
Rafila Gheorghiu,rafilagheorghiu,rafilagheorghiu@post.ro,8400104331969,1999-04-25,"Soseaua Dobre Nr. 726 Bl. 45  Sc. 24 Ap. 231, Tufesti, 498919",0729 846 028,d4:62:ed:6e:ed:3c,111.207.139.148,RO35VBDI9972156622092103,2025-07-01 22:34:47,16271,553,609,1970001,3cef6727-d0fe-43b2-97c9-6791ffece58e
Simina Florea,siminaflorea,siminaflorea@post.ro,5130902047932,2024-09-14,"Bulevardul Diaconu Nr. 298 Bl. 98  Sc. 76 Ap. 372, Carei, 761934",0255 827 031,11:ce:56:82:2d:01,37.231.210.41,RO97TVFT9793256976520918,2025-07-01 22:34:47,12533,296,624,425955,0dafffd2-6df9-4272-b4f9-54794ffd66f2
Ioan Mocanu,ioanmocanu,ioanmocanu@gmail.com,5280623034710,2010-10-21,"Aleea Norica Stănescu, Ineu, 861735",0750 094 175,7c:63:4b:9c:b5:39,137.63.234.11,RO93WGCY8551162647134814,2025-07-01 22:34:47,21175,868,368,457876,5a2d4819-6ac2-4237-a404-c49db4e36966
Dariana Suciu,darianasuciu,darianasuciu@acasa.ro,1771107118911,1962-10-12,"Bulevardul Coralia Nistor Nr. 571 Bl. 56  Sc. 68 Ap. 103, Segarcea, 318030",0242 814 079,db:25:9e:77:d7:5f,76.123.194.152,RO21MCOB0510460191028498,2025-07-01 22:34:47,5717,570,399,1138579,072f3a9f-188f-4785-af1d-2e182d205a83
Vladimir Ioniță,vladimirioniță,vladimirioniță@acasa.ro,7290515426828,1919-04-18,"Intrarea Voinea, Calan, 471367",0753 422 876,79:82:fc:72:62:4d,211.199.188.147,RO02XAHE9846451845411691,2025-07-01 22:34:47,10851,948,5,1163704,b2a9d78d-43ec-4463-ae5d-399496b86250
Pleșu Gheorghiu,pleșugheorghiu,pleșugheorghiu@kappa.ro,1050310435762,1931-10-14,"Soseaua Ardelean, Lumina, 969796",0772 681 291,ce:ae:52:88:af:53,151.250.166.198,RO02WFMZ4886898358271726,2025-07-01 22:34:47,20141,893,677,1300626,2a05409e-cc3c-46f4-b439-947b695f1af2
Doina Niță,doinaniță,doinaniță@kappa.ro,6630920030050,1928-12-06,"Bulevardul Marin Nr. 24, Glina, 292161",0734 423 799,be:ef:db:f3:26:a5,23.175.148.212,RO29UVRH0046725207026888,2025-07-01 22:34:47,34909,133,122,1064397,33e610df-7746-4c70-94d7-e50010ca0c4b
Dorel Preda,dorelpreda,dorelpreda@141.ro,8810425221586,1924-01-26,"Strada Gheorghiu, Domnesti, 655432",0734 181 897,a7:8d:68:4a:97:2d,16.85.40.205,RO78THXE1719327908534501,2025-07-01 22:34:47,19407,588,299,593026,9fad2969-c1fd-4791-a041-23ba3b48918c
Ionela Popescu,ionelapopescu,ionelapopescu@post.ro,2850703047853,1957-06-08,"Aleea Cristea Nr. 861, Buzau, 937128",0723 919 325,66:d7:c4:5f:d6:a0,143.119.29.12,RO31VBUE8535113156655790,2025-07-01 22:34:47,29405,78,52,123640,b9a4b9c1-520a-4369-a34a-aabbbbbab918
Caterina Tabacu,caterinatabacu,caterinatabacu@141.ro,1531101437391,1958-07-22,"Aleea Stan Nr. 100 Bl. 33  Sc. 56 Ap. 781, Sangeorz-Bai, 642811",0736 572 655,23:bc:c0:c2:80:93,35.33.25.18,RO92QCIR9407843524389052,2025-07-01 22:34:47,25988,404,582,184351,a3cbd85f-2619-446e-a278-3a4f9c77098a
Celia Ene,celiaene,celiaene@141.ro,3370926367176,1962-10-02,"Drumul Patricia Pop, Bocsa, 639903",0231 336 388,a8:1b:8f:d4:e0:ea,52.67.205.237,RO67ZFFQ5370803296335107,2025-07-01 22:34:47,1240,805,659,294860,9043c5cd-0181-4be1-b9be-e736f8c49cdc
Sandu Dochioiu,sandudochioiu,sandudochioiu@acasa.ro,5780506387885,2018-01-18,"Strada Ene Nr. 74, Ludus, 363834",0724 242 738,92:36:30:38:57:74,43.197.103.183,RO36QWRJ8713708713378056,2025-07-01 22:34:47,2167,415,130,1695494,5d77c65a-eb6a-4f83-82c4-1e8025f88252
Betina Niță,betinaniță,betinaniță@zzup.ro,2440508081993,2003-10-30,"Aleea Dima Nr. 74, Negresti, 355022",0760 844 422,d1:2b:df:e8:cc:c1,161.8.105.162,RO91NJQV3610719539603735,2025-07-01 22:34:47,29666,799,268,400804,afb5042f-602f-4c79-9b14-ca48b70b3624
Tania Dobre,taniadobre,taniadobre@post.ro,5561121354091,1930-08-31,"Bulevardul Irinel Ioniță, Curtea de Arges, 674421",0720 263 688,20:25:26:88:72:60,170.182.249.38,RO53PHGU0205638286614388,2025-07-01 22:34:47,920,830,492,237464,0b36fab1-75a7-48d9-9c4e-e706b211714e
Alexandrina Nemeș,alexandrinanemeș,alexandrinanemeș@email.ro,3570201303434,1947-09-07,"Strada Adonis Marin Nr. 59 Bl. 75  Sc. 58 Ap. 286, Cristuru Secuiesc, 302283",0735 866 364,47:49:4d:59:02:ef,38.82.146.123,RO06QGOC2831642228796895,2025-07-01 22:34:47,27994,868,641,819976,be0e939f-88f7-46c6-874d-e821ca63691d
Catinca Popa,catincapopa,catincapopa@gmail.com,7340316111079,1993-01-01,"Strada Dumitrescu Nr. 710 Bl. 87  Sc. 91 Ap. 896, Targu Jiu, 674998",0264 338 918,c3:f1:8d:51:e8:48,10.210.17.186,RO81IDRL2528144522206049,2025-07-01 22:34:47,34433,993,165,1040576,6802395f-4360-4767-904c-b50028ee7540
Pamela Suciu,pamelasuciu,pamelasuciu@gmail.com,2390629068133,1999-06-24,"Drumul Stănescu Nr. 650, Oltenita, 302626",0726 342 889,36:ae:d3:1c:56:c6,190.30.45.213,RO32KPEQ2864937634280637,2025-07-01 22:34:47,213,683,687,578541,fdeeecb4-3564-4cb9-b352-d7f5724cf037
Adam Ene,adamene,adamene@gmail.com,6660229134267,1952-03-04,"Soseaua Ioniță, Bacau, 314769",0728 074 092,9b:81:3a:87:e5:f1,48.24.28.197,RO95XCHK5618562555350736,2025-07-01 22:34:47,26887,831,189,804891,021ab35c-de0d-4d22-97bc-9287d416b5fb
Caterina Barbu,caterinabarbu,caterinabarbu@acasa.ro,2291001059090,1917-12-11,"Soseaua Voinea, Darmanesti, 914292",0755 334 387,79:fa:a2:ba:32:91,217.55.96.39,RO14GOWZ9114852836961070,2025-07-01 22:34:47,20425,967,346,838713,7ec1b250-cdc6-4dff-ba51-d0654ef8799c
Ilona Niță,ilonaniță,ilonaniță@acasa.ro,6040414075312,2002-09-13,"Drumul Ene, Nasaud, 254914",0720 433 828,60:b6:d8:20:ae:7b,129.234.135.166,RO80XUMU2332167526425872,2025-07-01 22:34:47,1323,512,400,1863957,ed33609f-52cf-4f54-920c-3b08fcb7c738
Iolanda Popa,iolandapopa,iolandapopa@141.ro,1430112349452,1916-03-28,"Intrarea Marin Nr. 62, Ploiesti, 881891",0242 775 041,35:3b:cd:ba:28:6f,170.160.118.197,RO28HFEY5459788090608880,2025-07-01 22:34:47,14223,186,630,1476508,f5567e5a-3093-482f-9c04-4a5ec1116329
Steliana Cristea,stelianacristea,stelianacristea@141.ro,7311020245878,2024-12-25,"Strada Julieta Popescu Nr. 837, Ploiesti, 707712",0730 522 751,6c:57:3a:76:1e:a5,170.32.35.34,RO79SLUF1634370970908015,2025-07-01 22:34:47,1782,471,378,1381812,3720d6df-cfeb-4d19-b198-de453f8635cf
Matilda Tomescu,matildatomescu,matildatomescu@zzup.ro,7241106209697,1935-12-18,"Intrarea Voinea, Moinesti, 300654",0235 914 754,eb:10:88:14:f5:2d,220.41.151.105,RO22HYSV0362744746202259,2025-07-01 22:34:47,32033,949,158,1328189,2abd4c70-ca7c-4ba0-9428-320b0d02604b
Mădălina Stancu,mădălinastancu,mădălinastancu@gmail.com,7380410100379,1912-10-14,"Bulevardul Ardelean Nr. 23 Bl. 41  Sc. 85 Ap. 267, Slobozia, 967506",021 042 3707,58:cf:e1:f9:f4:dd,207.212.174.77,RO91UHWB3018632159285226,2025-07-01 22:34:47,24808,170,794,343781,7221a602-4eed-446a-a7bb-2755bf739943
Octavia Ionescu,octaviaionescu,octaviaionescu@141.ro,3980816254547,1964-11-30,"Bulevardul Mocanu, Satu Mare, 292453",0725 983 259,5c:08:b6:4b:ef:7e,13.132.188.6,RO80RGHK8360734611143839,2025-07-01 22:34:47,2022,214,170,101440,f6f9e828-a2d5-4a06-b1d4-bebe0cbf429f
Lică Manole,licămanole,licămanole@gmail.com,2160719146341,1910-05-16,"Strada Nistor Nr. 21, Ianca, 299166",0770 667 470,da:7b:85:b0:fb:c4,49.99.90.138,RO57VVLB6323381980540962,2025-07-01 22:34:47,25548,970,339,1096280,d7c92c0e-9537-4642-b21e-042367167f3e
Crenguța Diaconu,crenguțadiaconu,crenguțadiaconu@zzup.ro,8180324155253,1977-01-10,"Bulevardul Ababei Nr. 949 Bl. 58  Sc. 21 Ap. 998, Magurele, 579623",0752 256 731,7c:68:c1:2f:52:2c,49.137.187.125,RO58PJRQ3172805585167595,2025-07-01 22:34:47,4998,580,569,747036,efe8bf80-c936-4754-9120-6e62ab068583
Mihaela Marin,mihaelamarin,mihaelamarin@141.ro,5110101078225,2019-04-22,"Drumul Ababei Nr. 321 Bl. 93  Sc. 37 Ap. 219, Pancota, 778300",0761 748 083,bc:69:77:c4:c2:b8,155.112.102.37,RO59NVNG5587777185960053,2025-07-01 22:34:47,26359,592,262,992572,d4d4f7d5-2e68-4fb4-8562-6d91d33c7aa4
Elena Stănescu,elenastănescu,elenastănescu@zzup.ro,8410822060649,2019-02-09,"Bulevardul Tomescu, Sangeorz-Bai, 572942",0243 460 001,cd:8f:f7:f4:31:96,190.131.91.150,RO65KMCR0268350739585314,2025-07-01 22:34:47,19013,237,480,938733,0c8679bb-4a51-40fc-bfb0-b489925b88a9
Adela Nemeș,adelanemeș,adelanemeș@post.ro,4450320362357,1936-09-12,"Aleea Diaconu Nr. 42, Dragasani, 997911",0751 415 324,07:e9:bc:0c:cc:f6,9.205.212.216,RO03JCNC4547466103419103,2025-07-01 22:34:47,4075,545,782,170704,83a35c1b-4f46-482c-b211-3b23255befab
Irinel Ababei,irinelababei,irinelababei@email.ro,1041231332431,2021-03-06,"Aleea Nistor Nr. 372 Bl. 92  Sc. 90 Ap. 854, Petrila, 752822",0768 751 860,bd:b7:96:73:46:f0,190.207.161.169,RO08JQES0427047861232005,2025-07-01 22:34:47,22039,929,549,894872,9c419c2d-b0ea-49b4-8f6f-c1b284bf10d7
Stan Diaconu,standiaconu,standiaconu@gmail.com,8640305045308,1912-08-16,"Intrarea Niță Nr. 114, Segarcea, 174611",0742 787 147,ab:54:b4:44:91:19,21.100.34.69,RO56VPSZ1209866947954784,2025-07-01 22:34:47,1693,670,358,1663200,c9e4dda0-d8dc-478b-a3b0-363f87140127
Aurel Ene,aurelene,aurelene@141.ro,5300506442645,2000-03-12,"Soseaua Diaconescu Nr. 982 Bl. 19  Sc. 68 Ap. 630, Simeria, 961309",0722 259 302,a9:be:21:e0:6f:ce,74.69.83.88,RO51FMWC6940823489171875,2025-07-01 22:34:47,21388,447,217,1840720,2dd01f87-1196-4f18-902c-5daf7db1117d
Tiberiu Popescu,tiberiupopescu,tiberiupopescu@email.ro,7331211302510,1969-07-11,"Intrarea Axinte Eftimie Nr. 482 Bl. 15  Sc. 79 Ap. 321, Remetea, 794141",0767 438 667,d7:e4:f8:a3:22:6b,32.85.59.72,RO17ECKA2219240019998612,2025-07-01 22:34:47,19577,190,228,1803966,5d88312f-da28-4f20-a114-d03eb1698336
Roza Albu,rozaalbu,rozaalbu@141.ro,4740105385871,1966-02-06,"Strada Carmen Stan Nr. 193 Bl. 95  Sc. 58 Ap. 878, Amara, 382088",0758 168 606,54:8f:a8:9b:06:32,59.141.235.201,RO49ACZX8545791490701362,2025-07-01 22:34:47,14067,774,86,604766,5d3416f2-3481-4391-8aaa-9a1800f74b51
Stana Eftimie,stanaeftimie,stanaeftimie@141.ro,6300311218115,2010-09-19,"Drumul Dumitrana Mazilescu Nr. 429, Covasna, 448090",0267 140 041,90:15:88:fe:6b:d4,118.145.214.148,RO93NROO1742241006109201,2025-07-01 22:34:47,20050,457,389,222860,c312ff3a-c520-4812-b87c-d52ef796119f
Daciana Pușcașu,dacianapușcașu,dacianapușcașu@post.ro,3120714133790,2014-08-08,"Strada Dima Nr. 26 Bl. 16  Sc. 70 Ap. 306, Macin, 570758",0232 983 846,1e:e0:a6:67:c2:f8,155.234.197.16,RO56FARL8093316200191834,2025-07-01 22:34:47,13964,86,370,1644902,f13fd374-7989-42cd-823c-5467e158b494
Sabin Marin,sabinmarin,sabinmarin@post.ro,2910827396842,1944-07-06,"Drumul Albu Nr. 63, Calafat, 641016",0759 490 907,f9:2d:5c:18:5e:75,49.237.74.117,RO64CSNL8425455485611963,2025-07-01 22:34:47,9579,973,262,1915280,a97f6e7b-25e5-4fa7-8806-d27167e91496
Steluța Cristea,steluțacristea,steluțacristea@141.ro,4541130251844,1978-11-19,"Soseaua Marin Nr. 46 Bl. 74  Sc. 65 Ap. 142, Moisei, 750906",0755 842 550,28:be:13:b3:b5:6a,197.195.192.203,RO39ZTMS4809403535471471,2025-07-01 22:34:47,17661,424,145,1842347,8cf373e8-cad1-4856-acfa-668d23e8ae52
Gabriel Ionescu,gabrielionescu,gabrielionescu@141.ro,4750820233130,1952-09-10,"Aleea Stănescu, Lipova, 581264",0748 729 105,55:fb:1e:43:e4:73,199.26.4.96,RO22ESUO9313161567478242,2025-07-01 22:34:47,8471,670,469,1450087,36c30d61-9da8-4a25-9d16-49f044cbc9a3
Mihai Florea,mihaiflorea,mihaiflorea@zzup.ro,1751020395470,1940-09-17,"Aleea Iosif Pușcașu Nr. 40 Bl. 64  Sc. 70 Ap. 577, Dragalina, 536392",0784 904 953,6b:d6:62:5d:ac:66,58.219.208.73,RO22FIOX3184640187466425,2025-07-01 22:34:47,8915,422,648,457816,4c593778-5b50-4880-89e8-5bce0643b499
Brăduț Nistor,brăduțnistor,brăduțnistor@email.ro,6811012368241,1952-11-15,"Strada Diaconescu Nr. 32, Sancraiu de Mures, 421865",0761 408 668,03:cc:7b:03:67:5d,217.211.210.213,RO02WKHS0500961520578241,2025-07-01 22:34:47,8563,854,110,421675,c395e15f-4740-4ac4-8b62-34019aaac7a8
Demetra Barbu,demetrabarbu,demetrabarbu@141.ro,1300413116440,1932-03-25,"Soseaua Dinu, Plosca, 810302",0260 046 495,01:bd:f5:c8:02:83,181.128.20.83,RO96YOSM6657107610409980,2025-07-01 22:34:47,25928,44,719,1647755,c5f0c83b-5a44-4c6f-a7e7-f1f1ccc0d0ba
